Timestamp,Price
11/2/2023 6:59,1986.11
11/2/2023 7:59,1985
11/2/2023 8:59,1985.41
11/2/2023 9:59,1985.07
11/2/2023 10:59,1986.92
11/2/2023 11:59,1988.84
11/2/2023 12:59,1989.06
11/2/2023 13:43,1988.57
