Date,24K - Local Price/Sell,24K - Local Price/Buy,22K - Local Price/Sell,22K - Local Price/Buy,21K - Local Price/Sell,21K - Local Price/Buy,18K - Local Price/Sell,18K - Local Price/Buy,14K - Local Price/Sell,14K - Local Price/Buy,12K - Local Price/Sell,12K - Local Price/Buy,24K - Global Price,22K - Global Price,21K - Global Price,18K - Global Price,14K - Global Price,12K - Global Price,9K - Global Price
2022-11-09,1394.0,1401.0,1278.0,1284.0,1220.0,1226.0,1046.0,1051.0,813.0,817.0,697.0,701.0,1339.0,1227.0,1171.0,1004.0,780.84,669.28,501.97
2022-11-10,1398.0,1402.0,1281.0,1285.0,1223.0,1227.0,1048.0,1052.0,815.0,818.0,699.0,701.0,1378.0,1263.0,1206.0,1033.0,803.74,688.91,516.69
2022-11-11,1431.0,1435.0,1312.0,1316.0,1252.0,1256.0,1073.0,1077.0,835.0,837.0,715.0,718.0,1387.0,1271.0,1213.0,1040.0,808.95,693.38,520.04
2022-11-12,1446.0,1457.0,1325.0,1336.0,1265.0,1275.0,1084.0,1093.0,843.0,850.0,723.0,729.0,1387.0,1272.0,1214.0,1041.0,809.33,693.71,520.28
2022-11-13,1429.0,1440.0,1310.0,1320.0,1250.0,1260.0,1071.0,1080.0,833.0,840.0,714.0,720.0,1388.0,1273.0,1215.0,1041.0,809.92,694.21,520.66
2022-11-14,1438.0,1442.0,1318.0,1322.0,1258.0,1262.0,1078.0,1082.0,839.0,841.0,719.0,721.0,1395.0,1279.0,1221.0,1046.0,813.78,697.52,523.15
2022-11-15,1442.0,1449.0,1322.0,1328.0,1262.0,1268.0,1082.0,1087.0,841.0,845.0,721.0,725.0,1400.0,1283.0,1225.0,1050.0,816.5,699.86,524.89
2022-11-16,1438.0,1445.0,1318.0,1324.0,1258.0,1264.0,1078.0,1083.0,839.0,843.0,719.0,722.0,1397.0,1281.0,1223.0,1048.0,815.05,698.61,523.96
2022-11-17,1449.0,1454.0,1328.0,1333.0,1268.0,1272.0,1087.0,1090.0,845.0,848.0,725.0,727.0,1389.0,1273.0,1215.0,1042.0,810.2,694.45,520.84
2022-11-18,1466.0,1471.0,1344.0,1348.0,1283.0,1287.0,1100.0,1103.0,855.0,858.0,733.0,735.0,1379.0,1264.0,1207.0,1034.0,804.49,689.56,517.17
2022-11-19,1475.0,1480.0,1349.0,1354.0,1290.0,1294.0,1106.0,1109.0,859.0,861.0,736.0,738.0,1384.0,1269.0,1211.0,1038.0,807.31,691.98,518.99
2022-11-20,1472.0,1477.0,1349.0,1354.0,1288.0,1292.0,1104.0,1107.0,859.0,861.0,736.0,738.0,1387.0,1271.0,1213.0,1040.0,808.92,693.35,520.02
2022-11-21,1491.0,1498.0,1367.0,1373.0,1305.0,1311.0,1119.0,1124.0,870.0,874.0,746.0,749.0,1372.0,1258.0,1201.0,1029.0,800.42,686.07,514.56
2022-11-22,1520.0,1527.0,1393.0,1400.0,1330.0,1336.0,1140.0,1145.0,887.0,891.0,760.0,763.0,1372.0,1258.0,1201.0,1029.0,800.39,686.04,514.54
2022-11-23,1549.0,1560.0,1420.0,1430.0,1355.0,1365.0,1161.0,1170.0,903.0,910.0,774.0,780.0,1383.0,1268.0,1210.0,1037.0,806.77,691.51,518.64
2022-11-24,1589.0,1600.0,1456.0,1467.0,1390.0,1400.0,1191.0,1200.0,927.0,933.0,794.0,800.0,1388.0,1273.0,1215.0,1041.0,809.79,694.11,520.58
2022-11-25,1629.0,1640.0,1493.0,1503.0,1425.0,1435.0,1221.0,1230.0,950.0,957.0,814.0,820.0,1388.0,1272.0,1215.0,1041.0,809.75,694.07,520.55
2022-11-26,1638.0,1649.0,1501.0,1512.0,1433.0,1443.0,1228.0,1237.0,955.0,962.0,819.0,825.0,1386.0,1270.0,1212.0,1039.0,808.22,692.75,519.57
2022-11-27,1669.0,1691.0,1530.0,1550.0,1460.0,1480.0,1251.0,1269.0,973.0,987.0,834.0,846.0,1389.0,1274.0,1216.0,1042.0,810.51,694.72,521.04
2022-11-28,1646.0,1691.0,1509.0,1550.0,1440.0,1480.0,1234.0,1269.0,960.0,987.0,823.0,846.0,1375.0,1261.0,1203.0,1032.0,802.29,687.67,515.76
2022-11-29,1651.0,1674.0,1514.0,1535.0,1445.0,1465.0,1239.0,1256.0,963.0,977.0,826.0,837.0,1381.0,1266.0,1209.0,1036.0,805.67,690.57,517.93
2022-11-30,1691.0,1703.0,1550.0,1561.0,1480.0,1490.0,1269.0,1277.0,987.0,993.0,846.0,851.0,1398.0,1282.0,1224.0,1049.0,815.7,699.17,524.38
2022-12-01,1746.0,1758.0,1601.0,1611.0,1528.0,1538.0,1310.0,1318.0,1019.0,1025.0,873.0,879.0,1425.0,1306.0,1246.0,1068.0,830.97,712.26,534.2
2022-12-02,1806.0,1829.0,1655.0,1676.0,1580.0,1600.0,1354.0,1371.0,1053.0,1067.0,903.0,914.0,1422.0,1303.0,1244.0,1066.0,829.48,710.98,533.23
2022-12-03,1840.0,1863.0,1687.0,1708.0,1610.0,1630.0,1380.0,1397.0,1073.0,1087.0,920.0,931.0,1422.0,1303.0,1244.0,1066.0,829.48,710.98,533.23
2022-12-04,1920.0,1966.0,1760.0,1802.0,1680.0,1720.0,1440.0,1474.0,1120.0,1147.0,960.0,983.0,1422.0,1303.0,1244.0,1066.0,829.48,710.98,533.23
2022-12-05,2034.0,2091.0,1865.0,1917.0,1780.0,1830.0,1526.0,1569.0,1187.0,1220.0,1017.0,1046.0,1422.0,1303.0,1244.0,1066.0,829.48,710.98,533.23
2022-12-06,1966.0,2023.0,1802.0,1854.0,1720.0,1770.0,1474.0,1517.0,1147.0,1180.0,983.0,1011.0,1402.0,1285.0,1227.0,1052.0,817.94,701.09,525.82
2022-12-07,1920.0,1966.0,1760.0,1802.0,1680.0,1720.0,1440.0,1474.0,1120.0,1147.0,960.0,983.0,1420.0,1301.0,1242.0,1065.0,828.1,709.8,532.35
2022-12-08,1840.0,1897.0,1687.0,1739.0,1610.0,1660.0,1380.0,1423.0,1073.0,1107.0,920.0,949.0,1417.0,1299.0,1240.0,1062.0,826.33,708.28,531.21
2022-12-09,1886.0,1954.0,1729.0,1791.0,1650.0,1710.0,1414.0,1466.0,1100.0,1140.0,943.0,977.0,1425.0,1306.0,1247.0,1068.0,831.0,712.28,534.21
2022-12-10,1886.0,1954.0,1729.0,1791.0,1650.0,1710.0,1414.0,1466.0,1100.0,1140.0,943.0,977.0,1421.0,1303.0,1243.0,1066.0,828.91,710.49,532.87
2022-12-11,1886.0,1954.0,1729.0,1791.0,1650.0,1710.0,1414.0,1466.0,1100.0,1140.0,943.0,977.0,1423.0,1304.0,1245.0,1067.0,829.82,711.27,533.45
2022-12-12,1886.0,1931.0,1729.0,1770.0,1650.0,1690.0,1414.0,1449.0,1100.0,1127.0,943.0,966.0,1412.0,1295.0,1236.0,1059.0,823.96,706.24,529.69
2022-12-13,1874.0,1897.0,1718.0,1739.0,1640.0,1660.0,1406.0,1423.0,1093.0,1107.0,937.0,949.0,1436.0,1316.0,1256.0,1077.0,837.53,717.88,538.41
2022-12-14,1897.0,1954.0,1739.0,1791.0,1660.0,1710.0,1423.0,1466.0,1107.0,1140.0,949.0,977.0,1438.0,1318.0,1259.0,1079.0,839.0,719.14,539.35
2022-12-15,2114.0,2143.0,1938.0,1964.0,1850.0,1875.0,1586.0,1607.0,1233.0,1250.0,1057.0,1071.0,1412.0,1294.0,1235.0,1059.0,823.52,705.87,529.4
2022-12-16,2091.0,2126.0,1917.0,1949.0,1830.0,1860.0,1569.0,1594.0,1220.0,1240.0,1046.0,1063.0,1423.0,1304.0,1245.0,1067.0,829.9,711.34,533.51
2022-12-17,2000.0,2057.0,1833.0,1886.0,1750.0,1800.0,1500.0,1543.0,1167.0,1200.0,1000.0,1029.0,1422.0,1303.0,1244.0,1066.0,829.44,710.95,533.21
2022-12-18,1943.0,2000.0,1781.0,1833.0,1700.0,1750.0,1457.0,1500.0,1133.0,1167.0,971.0,1000.0,1421.0,1303.0,1244.0,1066.0,829.01,710.58,532.93
2022-12-19,1874.0,1897.0,1718.0,1739.0,1640.0,1660.0,1406.0,1423.0,1093.0,1107.0,937.0,949.0,1424.0,1306.0,1246.0,1068.0,830.96,712.25,534.19
2022-12-20,1966.0,1989.0,1802.0,1823.0,1720.0,1740.0,1474.0,1491.0,1147.0,1160.0,983.0,994.0,1443.0,1323.0,1263.0,1082.0,841.88,721.61,541.21
2022-12-21,1989.0,2034.0,1823.0,1865.0,1740.0,1780.0,1491.0,1526.0,1160.0,1187.0,994.0,1017.0,1447.0,1326.0,1266.0,1085.0,843.91,723.35,542.51
2022-12-22,1966.0,2000.0,1802.0,1833.0,1720.0,1750.0,1474.0,1500.0,1147.0,1167.0,983.0,1000.0,1420.0,1301.0,1242.0,1065.0,828.22,709.9,532.42
2022-12-23,1920.0,1954.0,1760.0,1791.0,1680.0,1710.0,1440.0,1466.0,1120.0,1140.0,960.0,977.0,1430.0,1311.0,1251.0,1073.0,834.2,715.03,536.27
2022-12-24,1886.0,1920.0,1729.0,1760.0,1650.0,1680.0,1414.0,1440.0,1100.0,1120.0,943.0,960.0,1425.0,1306.0,1247.0,1069.0,831.21,712.46,534.35
2022-12-25,1863.0,1897.0,1708.0,1739.0,1630.0,1660.0,1397.0,1423.0,1087.0,1107.0,931.0,949.0,1425.0,1306.0,1247.0,1069.0,831.21,712.46,534.35
2022-12-26,1749.0,1783.0,1603.0,1634.0,1530.0,1560.0,1311.0,1337.0,1020.0,1040.0,874.0,891.0,1430.0,1311.0,1251.0,1073.0,834.18,715.01,536.26
2022-12-27,1800.0,1834.0,1650.0,1681.0,1575.0,1605.0,1350.0,1376.0,1050.0,1070.0,900.0,917.0,1441.0,1321.0,1261.0,1081.0,840.74,720.63,540.47
2022-12-28,1766.0,1789.0,1619.0,1640.0,1545.0,1565.0,1324.0,1341.0,1030.0,1043.0,883.0,894.0,1438.0,1318.0,1258.0,1078.0,838.77,718.94,539.21
2022-12-29,1829.0,1851.0,1676.0,1697.0,1600.0,1620.0,1371.0,1389.0,1067.0,1080.0,914.0,926.0,1449.0,1328.0,1268.0,1087.0,845.31,724.55,543.41
2022-12-30,1886.0,1920.0,1729.0,1760.0,1650.0,1680.0,1414.0,1440.0,1100.0,1120.0,943.0,960.0,1451.0,1330.0,1270.0,1089.0,846.66,725.7,544.28
2022-12-31,1886.0,1920.0,1729.0,1760.0,1650.0,1680.0,1414.0,1440.0,1100.0,1120.0,943.0,960.0,1450.0,1329.0,1269.0,1088.0,845.85,725.01,543.76
2023-01-01,1886.0,1920.0,1729.0,1760.0,1650.0,1680.0,1414.0,1440.0,1100.0,1120.0,943.0,960.0,1450.0,1329.0,1269.0,1088.0,845.85,725.01,543.76
2023-01-02,1869.0,1914.0,1713.0,1755.0,1635.0,1675.0,1401.0,1436.0,1090.0,1117.0,934.0,957.0,1451.0,1330.0,1270.0,1088.0,846.32,725.42,544.06
2023-01-03,1880.0,1891.0,1723.0,1734.0,1645.0,1655.0,1410.0,1419.0,1097.0,1103.0,940.0,946.0,1465.0,1343.0,1282.0,1099.0,854.78,732.67,549.5
2023-01-04,1954.0,1989.0,1791.0,1823.0,1710.0,1740.0,1466.0,1491.0,1140.0,1160.0,977.0,994.0,1576.0,1444.0,1379.0,1182.0,919.1,787.79,590.85
2023-01-05,1966.0,2011.0,1802.0,1844.0,1720.0,1760.0,1474.0,1509.0,1147.0,1173.0,983.0,1006.0,1600.0,1467.0,1400.0,1200.0,933.54,800.17,600.13
2023-01-06,1989.0,2034.0,1823.0,1865.0,1740.0,1780.0,1491.0,1526.0,1160.0,1187.0,994.0,1017.0,1629.0,1494.0,1426.0,1222.0,950.54,814.75,611.06
2023-01-07,2034.0,2069.0,1865.0,1896.0,1780.0,1810.0,1526.0,1551.0,1187.0,1207.0,1017.0,1034.0,1630.0,1494.0,1426.0,1222.0,950.76,814.93,611.2
2023-01-08,2023.0,2057.0,1854.0,1886.0,1770.0,1800.0,1517.0,1543.0,1180.0,1200.0,1011.0,1029.0,1642.0,1505.0,1437.0,1231.0,957.79,820.96,615.72
2023-01-09,1960.0,1994.0,1797.0,1828.0,1715.0,1745.0,1470.0,1496.0,1143.0,1163.0,980.0,997.0,1661.0,1523.0,1454.0,1246.0,969.08,830.64,622.98
2023-01-09,1960.0,1994.0,1797.0,1828.0,1715.0,1745.0,1470.0,1496.0,1143.0,1163.0,980.0,997.0,1661.0,1523.0,1454.0,1246.0,969.03,830.59,622.95
2023-01-10,1943.0,1966.0,1781.0,1802.0,1700.0,1720.0,1457.0,1474.0,1133.0,1147.0,971.0,983.0,1667.0,1528.0,1459.0,1250.0,972.52,833.59,625.19
2023-01-11,2057.0,2091.0,1886.0,1917.0,1800.0,1830.0,1543.0,1569.0,1200.0,1220.0,1029.0,1046.0,1793.0,1644.0,1569.0,1345.0,1046.0,896.73,672.55
2023-01-12,2080.0,2103.0,1907.0,1928.0,1820.0,1840.0,1560.0,1577.0,1213.0,1227.0,1040.0,1051.0,1801.0,1651.0,1576.0,1351.0,1051.0,900.58,675.44
2023-01-13,2080.0,2114.0,1907.0,1938.0,1820.0,1850.0,1560.0,1586.0,1213.0,1233.0,1040.0,1057.0,1826.0,1674.0,1598.0,1369.0,1065.0,912.93,684.7
2023-01-14,2069.0,2103.0,1896.0,1928.0,1810.0,1840.0,1551.0,1577.0,1207.0,1227.0,1034.0,1051.0,1823.0,1671.0,1595.0,1367.0,1063.0,911.37,683.53
2023-01-15,2057.0,2080.0,1886.0,1907.0,1800.0,1820.0,1543.0,1560.0,1200.0,1213.0,1029.0,1040.0,1823.0,1671.0,1595.0,1367.0,1063.0,911.37,683.53
2023-01-16,2000.0,2023.0,1833.0,1854.0,1750.0,1770.0,1500.0,1517.0,1167.0,1180.0,1000.0,1011.0,1828.0,1675.0,1599.0,1371.0,1066.0,913.88,685.41
2023-01-17,2023.0,2046.0,1854.0,1875.0,1770.0,1790.0,1517.0,1534.0,1180.0,1193.0,1011.0,1023.0,1812.0,1661.0,1586.0,1359.0,1057.0,906.06,679.55
2023-01-18,2034.0,2057.0,1865.0,1886.0,1780.0,1800.0,1526.0,1543.0,1187.0,1200.0,1017.0,1029.0,1823.0,1671.0,1595.0,1367.0,1063.0,911.5,683.62
2023-01-19,1989.0,2023.0,1823.0,1854.0,1740.0,1770.0,1491.0,1517.0,1160.0,1180.0,994.0,1011.0,1841.0,1688.0,1611.0,1381.0,1074.0,920.45,690.34
2023-01-20,2017.0,2040.0,1849.0,1870.0,1765.0,1785.0,1513.0,1530.0,1177.0,1190.0,1009.0,1020.0,1849.0,1695.0,1618.0,1387.0,1079.0,924.51,693.39
2023-01-21,2011.0,2034.0,1844.0,1865.0,1760.0,1780.0,1509.0,1526.0,1173.0,1187.0,1006.0,1017.0,1845.0,1692.0,1615.0,1384.0,1076.0,922.69,692.02
2023-01-22,2011.0,2034.0,1844.0,1865.0,1760.0,1780.0,1509.0,1526.0,1173.0,1187.0,1006.0,1017.0,1845.0,1692.0,1615.0,1384.0,1076.0,922.69,692.02
2023-01-23,2017.0,2029.0,1849.0,1860.0,1765.0,1775.0,1513.0,1521.0,1177.0,1183.0,1009.0,1014.0,1842.0,1689.0,1612.0,1382.0,1075.0,921.19,690.9
2023-01-24,2017.0,2029.0,1849.0,1860.0,1765.0,1775.0,1513.0,1521.0,1177.0,1183.0,1009.0,1014.0,1845.0,1691.0,1615.0,1384.0,1076.0,922.57,691.93
2023-01-25,1994.0,2006.0,1828.0,1839.0,1745.0,1755.0,1496.0,1504.0,1163.0,1170.0,997.0,1003.0,1858.0,1703.0,1626.0,1393.0,1084.0,928.96,696.72
2023-01-26,1994.0,2006.0,1828.0,1839.0,1745.0,1755.0,1496.0,1504.0,1163.0,1170.0,997.0,1003.0,1857.0,1702.0,1625.0,1393.0,1083.0,928.36,696.27
2023-01-27,1994.0,2006.0,1828.0,1839.0,1745.0,1755.0,1496.0,1504.0,1163.0,1170.0,997.0,1003.0,1850.0,1696.0,1619.0,1387.0,1079.0,924.98,693.74
2023-01-28,2000.0,2011.0,1833.0,1844.0,1750.0,1760.0,1500.0,1509.0,1167.0,1173.0,1000.0,1006.0,1853.0,1698.0,1621.0,1390.0,1081.0,926.34,694.76
2023-01-29,2000.0,2011.0,1833.0,1844.0,1750.0,1760.0,1500.0,1509.0,1167.0,1173.0,1000.0,1006.0,1853.0,1698.0,1621.0,1390.0,1081.0,926.34,694.76
2023-01-30,1960.0,1983.0,1797.0,1818.0,1715.0,1735.0,1470.0,1487.0,1143.0,1157.0,980.0,991.0,1862.0,1707.0,1630.0,1397.0,1086.0,931.19,698.39
2023-01-31,1931.0,1954.0,1770.0,1791.0,1690.0,1710.0,1449.0,1466.0,1127.0,1140.0,966.0,977.0,1869.0,1713.0,1635.0,1401.0,1090.0,934.28,700.71
2023-02-01,1977.0,1989.0,1812.0,1823.0,1730.0,1740.0,1483.0,1491.0,1153.0,1160.0,989.0,994.0,1873.0,1717.0,1639.0,1405.0,1092.0,936.4,702.3
2023-02-02,1989.0,2011.0,1823.0,1844.0,1740.0,1760.0,1491.0,1509.0,1160.0,1173.0,994.0,1006.0,1894.0,1736.0,1657.0,1421.0,1105.0,947.11,710.34
2023-02-03,1966.0,1989.0,1802.0,1823.0,1720.0,1740.0,1474.0,1491.0,1147.0,1160.0,983.0,994.0,1832.0,1680.0,1603.0,1374.0,1069.0,916.14,687.11
2023-02-04,1931.0,1954.0,1770.0,1791.0,1690.0,1710.0,1449.0,1466.0,1127.0,1140.0,966.0,977.0,1810.0,1659.0,1583.0,1357.0,1056.0,904.8,678.6
2023-02-05,1943.0,1954.0,1781.0,1791.0,1700.0,1710.0,1457.0,1466.0,1133.0,1140.0,971.0,977.0,1810.0,1659.0,1583.0,1357.0,1056.0,904.8,678.6
2023-02-06,1949.0,1960.0,1786.0,1797.0,1705.0,1715.0,1461.0,1470.0,1137.0,1143.0,974.0,980.0,1829.0,1677.0,1600.0,1372.0,1067.0,914.49,685.87
2023-02-07,1943.0,1954.0,1781.0,1791.0,1700.0,1710.0,1457.0,1466.0,1133.0,1140.0,971.0,977.0,1823.0,1671.0,1595.0,1367.0,1063.0,911.53,683.65
2023-02-08,1954.0,1966.0,1791.0,1802.0,1710.0,1720.0,1466.0,1474.0,1140.0,1147.0,977.0,983.0,1830.0,1677.0,1601.0,1372.0,1067.0,914.95,686.22
2023-02-09,1966.0,1977.0,1802.0,1812.0,1720.0,1730.0,1474.0,1483.0,1147.0,1153.0,983.0,989.0,1843.0,1690.0,1613.0,1383.0,1075.0,921.75,691.31
2023-02-10,1960.0,1971.0,1797.0,1807.0,1715.0,1725.0,1470.0,1479.0,1143.0,1150.0,980.0,986.0,1823.0,1671.0,1595.0,1367.0,1063.0,911.45,683.59
2023-02-11,1949.0,1960.0,1786.0,1797.0,1705.0,1715.0,1461.0,1470.0,1137.0,1143.0,974.0,980.0,1826.0,1674.0,1598.0,1370.0,1065.0,913.07,684.8
2023-02-12,1949.0,1960.0,1786.0,1797.0,1705.0,1715.0,1461.0,1470.0,1137.0,1143.0,974.0,980.0,1826.0,1674.0,1598.0,1370.0,1065.0,913.07,684.8
2023-02-13,1949.0,1960.0,1786.0,1797.0,1705.0,1715.0,1461.0,1470.0,1137.0,1143.0,974.0,980.0,1825.0,1673.0,1597.0,1369.0,1065.0,912.54,684.41
2023-02-14,1943.0,1954.0,1781.0,1791.0,1700.0,1710.0,1457.0,1466.0,1133.0,1140.0,971.0,977.0,1825.0,1673.0,1597.0,1369.0,1065.0,912.55,684.41
2023-02-15,1931.0,1943.0,1770.0,1781.0,1690.0,1700.0,1449.0,1457.0,1127.0,1133.0,966.0,971.0,1806.0,1656.0,1581.0,1355.0,1054.0,903.2,677.4
2023-02-16,1920.0,1931.0,1760.0,1770.0,1680.0,1690.0,1440.0,1449.0,1120.0,1127.0,960.0,966.0,1801.0,1651.0,1576.0,1350.0,1050.0,900.27,675.21
2023-02-17,1914.0,1926.0,1755.0,1765.0,1675.0,1685.0,1436.0,1444.0,1117.0,1123.0,957.0,963.0,1797.0,1648.0,1573.0,1348.0,1048.0,898.68,674.01
2023-02-18,1920.0,1931.0,1760.0,1770.0,1680.0,1690.0,1440.0,1449.0,1120.0,1127.0,960.0,966.0,1806.0,1656.0,1581.0,1355.0,1054.0,903.17,677.38
2023-02-19,1920.0,1931.0,1760.0,1770.0,1680.0,1690.0,1440.0,1449.0,1120.0,1127.0,960.0,966.0,1806.0,1656.0,1581.0,1355.0,1054.0,903.17,677.38
2023-02-22,1922.0,1929.0,1762.0,1768.0,1682.0,1688.0,1442.0,1447.0,1121.0,1125.0,961.0,965.0,1810.0,1659.0,1584.0,1357.0,1056.0,904.87,678.65
2023-02-23,1914.0,1926.0,1755.0,1765.0,1675.0,1685.0,1436.0,1444.0,1117.0,1123.0,957.0,963.0,1797.0,1647.0,1572.0,1348.0,1048.0,898.4,673.8
2023-02-25,1909.0,1920.0,1750.0,1760.0,1670.0,1680.0,1431.0,1440.0,1113.0,1120.0,954.0,960.0,1779.0,1630.0,1556.0,1334.0,1037.0,889.26,666.95
2023-02-26,1909.0,1920.0,1750.0,1760.0,1670.0,1680.0,1431.0,1440.0,1113.0,1120.0,954.0,960.0,1779.0,1630.0,1556.0,1334.0,1037.0,889.26,666.95
2023-02-27,1909.0,1915.0,1750.0,1756.0,1670.0,1676.0,1431.0,1437.0,1113.0,1117.0,954.0,958.0,1785.0,1636.0,1562.0,1338.0,1041.0,892.28,669.21
2023-02-28,1909.0,1915.0,1750.0,1756.0,1670.0,1676.0,1431.0,1437.0,1113.0,1117.0,954.0,958.0,1786.0,1637.0,1563.0,1339.0,1042.0,892.98,669.74
2023-03-01,1920.0,1943.0,1760.0,1781.0,1680.0,1700.0,1440.0,1457.0,1120.0,1133.0,960.0,971.0,1813.0,1662.0,1586.0,1360.0,1058.0,906.46,679.85
2023-03-02,1989.0,2023.0,1823.0,1854.0,1740.0,1770.0,1491.0,1517.0,1160.0,1180.0,994.0,1011.0,1813.0,1662.0,1586.0,1360.0,1058.0,906.43,679.83
2023-03-03,2023.0,2046.0,1854.0,1875.0,1770.0,1790.0,1517.0,1534.0,1180.0,1193.0,1011.0,1023.0,1827.0,1674.0,1598.0,1370.0,1066.0,913.33,685.0
2023-03-04,2069.0,2091.0,1896.0,1917.0,1810.0,1830.0,1551.0,1569.0,1207.0,1220.0,1034.0,1046.0,1835.0,1682.0,1606.0,1376.0,1070.0,917.48,688.11
2023-03-05,2080.0,2103.0,1907.0,1928.0,1820.0,1840.0,1560.0,1577.0,1213.0,1227.0,1040.0,1051.0,1835.0,1682.0,1606.0,1376.0,1070.0,917.48,688.11
2023-03-06,2091.0,2114.0,1917.0,1938.0,1830.0,1850.0,1569.0,1586.0,1220.0,1233.0,1046.0,1057.0,1830.0,1678.0,1601.0,1373.0,1068.0,915.08,686.32
2023-03-07,2086.0,2097.0,1912.0,1922.0,1825.0,1835.0,1564.0,1573.0,1217.0,1223.0,1043.0,1049.0,1818.0,1667.0,1591.0,1364.0,1061.0,909.05,681.79
2023-03-08,2057.0,2080.0,1886.0,1907.0,1800.0,1820.0,1543.0,1560.0,1200.0,1213.0,1029.0,1040.0,1803.0,1653.0,1578.0,1352.0,1052.0,901.56,676.17
2023-03-09,2114.0,2137.0,1938.0,1959.0,1850.0,1870.0,1586.0,1603.0,1233.0,1247.0,1057.0,1069.0,1808.0,1658.0,1582.0,1356.0,1055.0,904.18,678.14
2023-03-10,2097.0,2109.0,1922.0,1933.0,1835.0,1845.0,1573.0,1581.0,1223.0,1230.0,1049.0,1054.0,1824.0,1672.0,1596.0,1368.0,1064.0,911.77,683.83
2023-03-11,2114.0,2126.0,1938.0,1949.0,1850.0,1860.0,1586.0,1594.0,1233.0,1240.0,1057.0,1063.0,1848.0,1694.0,1617.0,1386.0,1078.0,924.0,693.01
2023-03-12,2114.0,2126.0,1938.0,1949.0,1850.0,1860.0,1586.0,1594.0,1233.0,1240.0,1057.0,1063.0,1848.0,1694.0,1617.0,1386.0,1078.0,924.0,693.01
2023-03-13,2149.0,2171.0,1970.0,1990.0,1880.0,1900.0,1611.0,1629.0,1253.0,1267.0,1074.0,1086.0,1882.0,1725.0,1647.0,1412.0,1098.0,941.04,705.78
2023-03-14,2177.0,2189.0,1996.0,2006.0,1905.0,1915.0,1633.0,1641.0,1270.0,1277.0,1089.0,1094.0,1894.0,1736.0,1657.0,1420.0,1105.0,946.8,710.1
2023-03-15,2183.0,2206.0,2001.0,2022.0,1910.0,1930.0,1637.0,1654.0,1273.0,1287.0,1091.0,1103.0,1908.0,1749.0,1669.0,1431.0,1113.0,953.81,715.36
2023-03-16,2189.0,2211.0,2006.0,2027.0,1915.0,1935.0,1641.0,1659.0,1277.0,1290.0,1094.0,1106.0,1915.0,1755.0,1676.0,1436.0,1117.0,957.44,718.08
2023-03-17,2217.0,2240.0,2032.0,2053.0,1940.0,1960.0,1663.0,1680.0,1293.0,1307.0,1109.0,1120.0,1918.0,1758.0,1678.0,1438.0,1119.0,958.89,719.17
2023-03-18,2354.0,2400.0,2158.0,2200.0,2060.0,2100.0,1766.0,1800.0,1373.0,1400.0,1177.0,1200.0,1951.0,1788.0,1707.0,1463.0,1138.0,975.25,731.44
2023-03-19,2343.0,2400.0,2148.0,2200.0,2050.0,2100.0,1757.0,1800.0,1367.0,1400.0,1171.0,1200.0,1951.0,1788.0,1707.0,1463.0,1138.0,975.25,731.44
2023-03-20,2354.0,2377.0,2158.0,2179.0,2060.0,2080.0,1766.0,1783.0,1373.0,1387.0,1177.0,1189.0,1972.0,1808.0,1726.0,1479.0,1151.0,986.18,739.64
2023-03-21,2246.0,2280.0,2059.0,2090.0,1965.0,1995.0,1684.0,1710.0,1310.0,1330.0,1123.0,1140.0,1956.0,1793.0,1712.0,1467.0,1141.0,977.98,733.49
2023-03-22,2269.0,2291.0,2080.0,2100.0,1985.0,2005.0,1701.0,1719.0,1323.0,1337.0,1134.0,1146.0,1932.0,1771.0,1691.0,1449.0,1127.0,966.04,724.53
2023-03-23,2303.0,2314.0,2111.0,2121.0,2015.0,2025.0,1727.0,1736.0,1343.0,1350.0,1151.0,1157.0,1967.0,1803.0,1721.0,1475.0,1147.0,983.3,737.48
2023-03-25,2286.0,2309.0,2095.0,2116.0,2000.0,2020.0,1714.0,1731.0,1333.0,1347.0,1143.0,1154.0,1963.0,1799.0,1717.0,1472.0,1145.0,981.29,735.97
2023-03-26,2286.0,2320.0,2095.0,2127.0,2000.0,2030.0,1714.0,1740.0,1333.0,1353.0,1143.0,1160.0,1963.0,1799.0,1717.0,1472.0,1145.0,981.29,735.97
2023-03-27,2263.0,2297.0,2074.0,2106.0,1980.0,2010.0,1697.0,1723.0,1320.0,1340.0,1131.0,1149.0,1943.0,1781.0,1700.0,1457.0,1133.0,971.36,728.52
2023-03-28,2354.0,2389.0,2158.0,2190.0,2060.0,2090.0,1766.0,1791.0,1373.0,1393.0,1177.0,1194.0,1947.0,1785.0,1704.0,1460.0,1136.0,973.45,730.09
2023-03-29,2377.0,2423.0,2179.0,2221.0,2080.0,2120.0,1783.0,1817.0,1387.0,1413.0,1189.0,1211.0,1955.0,1792.0,1710.0,1466.0,1140.0,977.25,732.94
2023-03-30,2423.0,2457.0,2221.0,2252.0,2120.0,2150.0,1817.0,1843.0,1413.0,1433.0,1211.0,1229.0,1957.0,1794.0,1712.0,1468.0,1142.0,978.51,733.89
2023-03-31,2491.0,2526.0,2284.0,2315.0,2180.0,2210.0,1869.0,1894.0,1453.0,1473.0,1246.0,1263.0,1963.0,1799.0,1717.0,1472.0,1145.0,981.34,736.01
