Date,24K - Local Price/Sell,24K - Local Price/Buy,22K - Local Price/Sell,22K - Local Price/Buy,21K - Local Price/Sell,21K - Local Price/Buy,18K - Local Price/Sell,18K - Local Price/Buy,14K - Local Price/Sell,14K - Local Price/Buy,12K - Local Price/Sell,12K - Local Price/Buy,24K - Global Price,22K - Global Price,21K - Global Price,18K - Global Price,14K - Global Price,12K - Global Price,9K - Global Price
2023-10-05,2451.0,2463.0,2247.0,2258.0,2145.0,2155.0,1839.0,1847.0,1430.0,1437.0,1226.0,1231.0,1806.0,1655.0,1580.0,1354.0,1053.0,902.88,677.16
2023-10-06,2451.0,2463.0,2247.0,2258.0,2145.0,2155.0,1839.0,1847.0,1430.0,1437.0,1226.0,1231.0,1799.0,1649.0,1574.0,1349.0,1049.0,899.56,674.67
2023-10-07,2463.0,2474.0,2258.0,2268.0,2155.0,2165.0,1847.0,1856.0,1437.0,1443.0,1231.0,1237.0,1814.0,1663.0,1587.0,1360.0,1058.0,906.9,680.18
2023-10-08,2480.0,2503.0,2273.0,2294.0,2170.0,2190.0,1860.0,1877.0,1447.0,1460.0,1240.0,1251.0,1814.0,1663.0,1587.0,1360.0,1058.0,906.9,680.18
2023-10-09,2503.0,2526.0,2294.0,2315.0,2190.0,2210.0,1877.0,1894.0,1460.0,1473.0,1251.0,1263.0,1839.0,1686.0,1609.0,1379.0,1073.0,919.57,689.68
2023-10-10,2543.0,2566.0,2331.0,2352.0,2225.0,2245.0,1907.0,1924.0,1483.0,1497.0,1271.0,1283.0,1847.0,1693.0,1616.0,1385.0,1077.0,923.31,692.48
2023-10-11,2594.0,2617.0,2378.0,2399.0,2270.0,2290.0,1946.0,1963.0,1513.0,1527.0,1297.0,1309.0,1851.0,1697.0,1620.0,1388.0,1080.0,925.56,694.17
2023-10-12,2686.0,2709.0,2462.0,2483.0,2350.0,2370.0,2014.0,2031.0,1567.0,1580.0,1343.0,1354.0,1864.0,1709.0,1631.0,1398.0,1087.0,932.05,699.04
2023-10-13,2634.0,2657.0,2415.0,2436.0,2305.0,2325.0,1976.0,1993.0,1537.0,1550.0,1317.0,1329.0,1873.0,1717.0,1639.0,1405.0,1093.0,936.46,702.35
2023-10-14,2651.0,2674.0,2430.0,2451.0,2320.0,2340.0,1989.0,2006.0,1547.0,1560.0,1326.0,1337.0,1921.0,1761.0,1681.0,1440.0,1120.0,960.3,720.23
2023-10-15,2674.0,2697.0,2451.0,2472.0,2340.0,2360.0,2006.0,2023.0,1560.0,1573.0,1337.0,1349.0,1918.0,1758.0,1678.0,1438.0,1119.0,958.95,719.21
2023-10-16,2640.0,2663.0,2420.0,2441.0,2310.0,2330.0,1980.0,1997.0,1540.0,1553.0,1320.0,1331.0,1898.0,1740.0,1660.0,1423.0,1107.0,948.81,711.61
2023-10-17,2646.0,2669.0,2425.0,2446.0,2315.0,2335.0,1984.0,2001.0,1543.0,1557.0,1323.0,1334.0,1902.0,1744.0,1665.0,1427.0,1110.0,951.14,713.36
2023-10-18,2686.0,2709.0,2462.0,2483.0,2350.0,2370.0,2014.0,2031.0,1567.0,1580.0,1343.0,1354.0,1921.0,1761.0,1681.0,1440.0,1120.0,960.32,720.24
2023-10-19,2686.0,2709.0,2462.0,2483.0,2350.0,2370.0,2014.0,2031.0,1567.0,1580.0,1343.0,1354.0,1935.0,1774.0,1693.0,1451.0,1129.0,967.36,725.52
2023-10-20,2749.0,2771.0,2520.0,2540.0,2405.0,2425.0,2061.0,2079.0,1603.0,1617.0,1374.0,1386.0,1969.0,1805.0,1723.0,1477.0,1149.0,984.6,738.45
2023-10-21,2760.0,2783.0,2530.0,2551.0,2415.0,2435.0,2070.0,2087.0,1610.0,1623.0,1380.0,1391.0,1965.0,1802.0,1720.0,1474.0,1147.0,982.72,737.04
2023-10-22,2754.0,2777.0,2525.0,2546.0,2410.0,2430.0,2066.0,2083.0,1607.0,1620.0,1377.0,1389.0,1960.0,1797.0,1715.0,1470.0,1143.0,979.95,734.96
2023-10-23,2800.0,2834.0,2567.0,2598.0,2450.0,2480.0,2100.0,2126.0,1633.0,1653.0,1400.0,1417.0,1966.0,1803.0,1721.0,1475.0,1147.0,983.23,737.43
2023-10-24,2823.0,2846.0,2588.0,2609.0,2470.0,2490.0,2117.0,2134.0,1647.0,1660.0,1411.0,1423.0,1969.0,1805.0,1723.0,1476.0,1148.0,984.28,738.21
2023-10-25,2880.0,2914.0,2640.0,2671.0,2520.0,2550.0,2160.0,2186.0,1680.0,1700.0,1440.0,1457.0,1960.0,1797.0,1715.0,1470.0,1144.0,980.24,735.19
2023-10-26,2880.0,2926.0,2640.0,2682.0,2520.0,2560.0,2160.0,2194.0,1680.0,1707.0,1440.0,1463.0,1980.0,1815.0,1733.0,1485.0,1155.0,990.09,742.57
2023-10-27,2874.0,2897.0,2635.0,2656.0,2515.0,2535.0,2156.0,2173.0,1677.0,1690.0,1437.0,1449.0,1974.0,1810.0,1728.0,1481.0,1152.0,987.23,740.43
2023-10-28,2926.0,2949.0,2682.0,2703.0,2560.0,2580.0,2194.0,2211.0,1707.0,1720.0,1463.0,1474.0,1990.0,1824.0,1741.0,1492.0,1161.0,994.82,746.11
