_id,Date,24K - Local Price/Sell,24K - Local Price/Buy,22K - Local Price/Sell,22K - Local Price/Buy,21K - Local Price/Sell,21K - Local Price/Buy,18K - Local Price/Sell,18K - Local Price/Buy,14K - Local Price/Sell,14K - Local Price/Buy,12K - Local Price/Sell,12K - Local Price/Buy,24K - Global Price,22K - Global Price,21K - Global Price,18K - Global Price,14K - Global Price,12K - Global Price,9K - Global Price,GC=F,EGP=X,Timestamp,Price
656cfc7d18408a59a33030f2,2023-06-17 10:58:03,,,,,,,,,,,,,,,,,,,,,30.813916,,
656cfc7d18408a59a33030f3,2023-06-18 10:43:03,,,,,,,,,,,,,,,,,,,,,30.813916,,
656cfc7d18408a59a33030f4,2023-06-19 11:18:03,,,,,,,,,,,,,,,,,,,,,30.900202,,
656cfc7d18408a59a33030f5,2023-06-20 10:42:03,,,,,,,,,,,,,,,,,,,,,30.898398,,
656cfc7d18408a59a33030f6,2023-06-21 10:57:04,,,,,,,,,,,,,,,,,,,,,30.9515,,
656cfc7d18408a59a33030f7,2023-06-22 10:36:04,,,,,,,,,,,,,,,,,,,,,30.901799,,
656cfc7d18408a59a33030f8,2023-06-23 10:49:03,,,,,,,,,,,,,,,,,,,,,30.896803,,
656cfc7d18408a59a33030f9,2023-06-24 10:52:03,,,,,,,,,,,,,,,,,,,,,30.774084,,
656cfc7d18408a59a33030fa,2023-06-25 10:17:03,,,,,,,,,,,,,,,,,,,,,30.774084,,
656cfc7d18408a59a33030fb,2023-06-26 11:17:04,,,,,,,,,,,,,,,,,,,,,30.900198,,
656cfc7d18408a59a33030fc,2023-06-27 10:54:04,,,,,,,,,,,,,,,,,,,,,30.892802,,
656cfc7d18408a59a33030fd,2023-06-29 10:27:03,,,,,,,,,,,,,,,,,,,,,30.898701,,
656cfc7d18408a59a33030fe,2023-06-30 10:54:03,,,,,,,,,,,,,,,,,,,,,30.903398,,
656cfc7d18408a59a33030ff,2023-07-01 11:01:03,,,,,,,,,,,,,,,,,,,,,30.867396,,
656cfc7d18408a59a3303100,2023-07-02 10:26:03,,,,,,,,,,,,,,,,,,,,,30.867396,,
656cfc7d18408a59a3303101,2023-07-03 10:58:04,,,,,,,,,,,,,,,,,,,,,30.896623,,
656cfc7d18408a59a3303102,2023-07-04 10:33:03,,,,,,,,,,,,,,,,,,,,,30.950399,,
656cfc7d18408a59a3303103,2023-07-05 10:38:04,,,,,,,,,,,,,,,,,,,,,30.898902,,
656cfc7d18408a59a3303104,2023-07-06 10:26:02,,,,,,,,,,,,,,,,,,,,,30.961662,,
656cfc7d18408a59a3303105,2023-07-07 10:33:02,,,,,,,,,,,,,,,,,,,,,30.891496,,
656cfc7d18408a59a3303106,2023-07-08 10:59:03,,,,,,,,,,,,,,,,,,,,,30.660715,,
656cfc7d18408a59a3303107,2023-07-09 10:35:03,,,,,,,,,,,,,,,,,,,,,30.660715,,
656cfc7d18408a59a3303108,2023-07-10 11:10:04,,,,,,,,,,,,,,,,,,,,,30.899596,,
656cfc7d18408a59a3303109,2023-07-11 10:43:03,,,,,,,,,,,,,,,,,,,,,30.900095,,
656cfc7d18408a59a330310a,2023-07-12 10:58:03,,,,,,,,,,,,,,,,,,,,,30.948702,,
656cfc7d18408a59a330310b,2023-07-13 10:46:03,,,,,,,,,,,,,,,,,,,,,30.898501,,
656cfc7d18408a59a330310c,2023-07-14 11:04:03,,,,,,,,,,,,,,,,,,,,,30.900603,,
656cfc7d18408a59a330310d,2023-07-15 10:58:04,,,,,,,,,,,,,,,,,,,,,30.84678,,
656cfc7d18408a59a330310e,2023-07-16 10:13:03,,,,,,,,,,,,,,,,,,,,,30.84678,,
656cfc7d18408a59a330310f,2023-07-17 10:53:04,,,,,,,,,,,,,,,,,,,,,30.897972,,
656cfc7d18408a59a3303110,2023-07-18 11:09:04,,,,,,,,,,,,,,,,,,,,,30.897405,,
656cfc7d18408a59a3303111,2023-07-19 10:27:04,,,,,,,,,,,,,,,,,,,,,30.90338,,
656cfc7d18408a59a3303112,2023-07-20 10:24:03,,,,,,,,,,,,,,,,,,,,,30.803101,,
656cfc7d18408a59a3303113,2023-07-21 10:43:03,,,,,,,,,,,,,,,,,,,,,30.802281,,
656cfc7d18408a59a3303114,2023-07-22 10:38:03,,,,,,,,,,,,,,,,,,,,,30.77925,,
656cfc7d18408a59a3303115,2023-07-23 10:33:03,,,,,,,,,,,,,,,,,,,,,30.77925,,
656cfc7d18408a59a3303116,2023-07-24 10:43:04,,,,,,,,,,,,,,,,,,,,,30.8991,,
656cfc7d18408a59a3303117,2023-07-25 10:35:04,,,,,,,,,,,,,,,,,,,,,30.924102,,
656cfc7d18408a59a3303118,2023-07-26 10:31:03,,,,,,,,,,,,,,,,,,,,,30.89695,,
656cfc7d18408a59a3303119,2023-07-27 10:21:03,,,,,,,,,,,,,,,,,,,,,30.947403,,
656cfc7d18408a59a330311a,2023-07-28 10:16:03,,,,,,,,,,,,,,,,,,,,,30.893799,,
656cfc7d18408a59a330311b,2023-07-30 10:12:04,,,,,,,,,,,,,,,,,,,,,30.841299,,
656cfc7d18408a59a330311c,2023-07-31 10:32:03,,,,,,,,,,,,,,,,,,,,,30.951596,,
656cfc7d18408a59a330311d,2023-08-01 10:25:03,,,,,,,,,,,,,,,,,,,,,30.900198,,
656cfc7d18408a59a330311e,2023-08-02 10:18:03,,,,,,,,,,,,,,,,,,,,,30.930972,,
656cfc7d18408a59a330311f,2023-08-03 10:19:03,,,,,,,,,,,,,,,,,,,,,30.802005,,
656cfc7d18408a59a3303120,2023-08-04 10:18:03,,,,,,,,,,,,,,,,,,,,,30.957498,,
656cfc7d18408a59a3303121,2023-08-05 10:34:03,,,,,,,,,,,,,,,,,,,,,30.719811,,
656cfc7d18408a59a3303122,2023-08-06 10:09:03,,,,,,,,,,,,,,,,,,,,,30.719811,,
656cfc7d18408a59a3303123,2023-08-07 10:34:03,,,,,,,,,,,,,,,,,,,,,30.7996,,
656cfc7d18408a59a3303124,2023-08-08 10:37:03,,,,,,,,,,,,,,,,,,,,,30.923969,,
656cfc7d18408a59a3303125,2023-08-09 10:14:04,,,,,,,,,,,,,,,,,,,,,30.906374,,
656cfc7d18408a59a3303126,2023-08-10 10:31:03,,,,,,,,,,,,,,,,,,,,,30.899397,,
656cfc7d18408a59a3303127,2023-08-11 10:13:03,,,,,,,,,,,,,,,,,,,,,30.898298,,
656cfc7d18408a59a3303128,2023-08-12 10:26:03,,,,,,,,,,,,,,,,,,,,,30.981714,,
656cfc7d18408a59a3303129,2023-08-13 10:16:03,,,,,,,,,,,,,,,,,,,,,30.981714,,
656cfc7d18408a59a330312a,2023-08-14 10:21:03,,,,,,,,,,,,,,,,,,,,,30.895229,,
656cfc7d18408a59a330312b,2023-08-15 10:14:03,,,,,,,,,,,,,,,,,,,,,30.893404,,
656cfc7d18408a59a330312c,2023-08-16 10:17:03,,,,,,,,,,,,,,,,,,,,,30.952099,,
656cfc7d18408a59a330312d,2023-08-17 10:02:04,,,,,,,,,,,,,,,,,,,,,30.795401,,
656cfc7d18408a59a330312e,2023-08-18 09:57:03,,,,,,,,,,,,,,,,,,,,,30.907198,,
656cfc7d18408a59a330312f,2023-08-19 10:12:03,,,,,,,,,,,,,,,,,,,,,30.841482,,
656cfc7d18408a59a3303130,2023-08-20 10:13:03,,,,,,,,,,,,,,,,,,,,,30.819171,,
656cfc7d18408a59a3303131,2023-08-21 10:03:04,,,,,,,,,,,,,,,,,,,,,30.899502,,
656cfc7d18408a59a3303132,2023-08-22 10:19:04,,,,,,,,,,,,,,,,,,,,,30.911601,,
656cfc7d18408a59a3303133,2023-08-23 10:16:03,,,,,,,,,,,,,,,,,,,,,30.900598,,
656cfc7d18408a59a3303134,2023-08-24 10:08:03,,,,,,,,,,,,,,,,,,,,,30.900397,,
656cfc7d18408a59a3303135,2023-08-25 10:00:03,,,,,,,,,,,,,,,,,,,,,30.901698,,
656cfc7d18408a59a3303136,2023-08-26 10:02:03,,,,,,,,,,,,,,,,,,,,,30.91789,,
656cfc7d18408a59a3303137,2023-08-27 10:02:04,,,,,,,,,,,,,,,,,,,,,30.91789,,
656cfc7d18408a59a3303138,2023-08-28 09:57:04,,,,,,,,,,,,,,,,,,,,,30.899401,,
656cfc7d18408a59a3303139,2023-08-29 10:07:03,,,,,,,,,,,,,,,,,,,,,30.907981,,
656cfc7d18408a59a330313a,2023-08-30 10:01:03,,,,,,,,,,,,,,,,,,,,,30.805759,,
656cfc7d18408a59a330313b,2023-08-31 10:12:03,,,,,,,,,,,,,,,,,,,,,30.901199,,
656cfc7d18408a59a330313c,2023-09-01 09:42:03,,,,,,,,,,,,,,,,,,,,,30.890504,,
656cfc7d18408a59a330313d,2023-09-02 10:13:03,,,,,,,,,,,,,,,,,,,,,31.038759,,
656cfc7d18408a59a330313e,2023-09-03 10:08:03,,,,,,,,,,,,,,,,,,,,,30.842325,,
656cfc7d18408a59a330313f,2023-09-04 10:08:03,,,,,,,,,,,,,,,,,,,,,30.94937,,
656cfc7d18408a59a3303140,2023-09-05 10:03:03,,,,,,,,,,,,,,,,,,,,,30.9252,,
656cfc7d18408a59a3303141,2023-09-06 10:07:03,,,,,,,,,,,,,,,,,,,,,30.897017,,
656cfc7d18408a59a3303142,2023-09-07 09:50:04,,,,,,,,,,,,,,,,,,,,,30.908597,,
656cfc7d18408a59a3303143,2023-09-08 09:28:04,,,,,,,,,,,,,,,,,,,,,30.899901,,
656cfc7d18408a59a3303144,2023-09-09 09:22:03,,,,,,,,,,,,,,,,,,,,,30.835861,,
656cfc7d18408a59a3303145,2023-09-10 09:37:03,,,,,,,,,,,,,,,,,,,,,30.862557,,
656cfc7d18408a59a3303146,2023-09-11 09:43:03,,,,,,,,,,,,,,,,,,,,,30.896803,,
656cfc7d18408a59a3303147,2023-09-12 09:40:03,,,,,,,,,,,,,,,,,,,,,30.926495,,
656cfc7d18408a59a3303148,2023-09-13 09:31:03,,,,,,,,,,,,,,,,,,,,,30.901399,,
656cfc7d18408a59a3303149,2023-09-14 09:40:03,,,,,,,,,,,,,,,,,,,,,30.934897,,
656cfc7d18408a59a330314a,2023-09-15 09:08:03,,,,,,,,,,,,,,,,,,,,,30.952502,,
656cfc7d18408a59a330314b,2023-09-16 09:29:03,,,,,,,,,,,,,,,,,,,,,30.899892,,
656cfc7d18408a59a330314c,2023-09-17 09:31:02,,,,,,,,,,,,,,,,,,,,,30.899892,,
656cfc7d18408a59a330314d,2023-09-18 09:26:03,,,,,,,,,,,,,,,,,,,,,30.924501,,
656cfc7d18408a59a330314e,2023-09-19 09:31:04,,,,,,,,,,,,,,,,,,,,,30.898051,,
656cfc7d18408a59a330314f,2023-09-20 09:29:03,,,,,,,,,,,,,,,,,,,,,30.926598,,
656cfc7d18408a59a3303150,2023-09-21 09:23:03,,,,,,,,,,,,,,,,,,,,,30.900968,,
656cfc7d18408a59a3303151,2023-09-22 09:07:03,,,,,,,,,,,,,,,,,,,,,30.898402,,
656cfc7d18408a59a3303152,2023-09-23 09:20:03,,,,,,,,,,,,,,,,,,,,,30.836183,,
656cfc7d18408a59a3303153,2023-09-24 09:21:03,,,,,,,,,,,,,,,,,,,,,30.789994,,
656cfc7d18408a59a3303154,2023-09-25 09:22:03,,,,,,,,,,,,,,,,,,,,,30.949695,,
656cfc7d18408a59a3303155,2023-09-26 09:14:02,,,,,,,,,,,,,,,,,,,,,30.899301,,
656cfc7d18408a59a3303156,2023-09-27 09:11:02,,,,,,,,,,,,,,,,,,,,,30.902697,,
656cfc7d18408a59a3303157,2023-09-28 08:57:03,,,,,,,,,,,,,,,,,,,,,30.897297,,
656cfc7d18408a59a3303158,2023-09-29 08:44:03,,,,,,,,,,,,,,,,,,,,,30.899506,,
656cfc7d18408a59a3303159,2023-09-30 08:52:03,,,,,,,,,,,,,,,,,,,,,30.966419,,
656cfc7d18408a59a330315a,2023-10-01 08:52:03,,,,,,,,,,,,,,,,,,,,,30.966419,,
656cfc7d18408a59a330315b,2023-10-02 08:52:03,,,,,,,,,,,,,,,,,,,,,30.948398,,
656cfc7d18408a59a330315c,2023-10-03 08:47:03,,,,,,,,,,,,,,,,,,,,,30.901699,,
656cfc7d18408a59a330315d,2023-10-04 08:53:03,,,,,,,,,,,,,,,,,,,,,30.923797,,
656cfc7d18408a59a330315e,2023-10-05 08:42:04,,,,,,,,,,,,,,,,,,,,,30.7976,,
656cfc7d18408a59a330315f,2023-10-06 08:43:03,,,,,,,,,,,,,,,,,,,,,30.795604,,
656cfc7d18408a59a3303160,2023-10-07 08:37:03,,,,,,,,,,,,,,,,,,,,,30.662014,,
656cfc7d18408a59a3303161,2023-10-08 08:32:03,,,,,,,,,,,,,,,,,,,,,30.662014,,
656cfc7d18408a59a3303162,2023-10-09 09:14:03,,,,,,,,,,,,,,,,,,,,,30.901197,,
656cfc7d18408a59a3303163,2023-10-10 09:08:02,,,,,,,,,,,,,,,,,,,,,30.951901,,
656cfc7d18408a59a3303164,2023-10-11 08:50:03,,,,,,,,,,,,,,,,,,,,,30.946901,,
656cfc7d18408a59a3303165,2023-10-12 08:49:03,,,,,,,,,,,,,,,,,,,,,30.944702,,
656cfc7d18408a59a3303166,2023-10-13 09:56:03,,,,,,,,,,,,,,,,,,,,,30.899201,,
656cfc7d18408a59a3303167,2023-10-14 09:09:03,,,,,,,,,,,,,,,,,,,,,30.913207,,
656cfc7d18408a59a3303168,2023-10-15 08:45:04,,,,,,,,,,,,,,,,,,,,,30.880297,,
656cfc7d18408a59a3303169,2023-10-16 08:45:04,,,,,,,,,,,,,,,,,,,,,30.899017,,
656cfc7d18408a59a330316a,2023-10-17 08:28:03,,,,,,,,,,,,,,,,,,,,,30.904396,,
656cfc7d18408a59a330316b,2023-10-18 08:37:03,,,,,,,,,,,,,,,,,,,,,30.951996,,
656cfc7d18408a59a330316c,2023-10-19 10:05:03,,,,,,,,,,,,,,,,,,,,,30.896403,,
656cfc7d18408a59a330316d,2023-10-20 08:38:03,,,,,,,,,,,,,,,,,,,,,30.900692,,
656cfc7d18408a59a330316e,2023-10-21 08:44:04,,,,,,,,,,,,,,,,,,,,,30.843887,,
656cfc7d18408a59a330316f,2023-10-22 08:29:02,,,,,,,,,,,,,,,,,,,,,30.864256,,
656cfc7d18408a59a3303170,2023-10-23 08:50:03,,,,,,,,,,,,,,,,,,,,,30.898303,,
656cfc7d18408a59a3303171,2023-10-24 08:31:03,,,,,,,,,,,,,,,,,,,,,30.897606,,
656cfc7d18408a59a3303172,2023-10-25 08:27:03,,,,,,,,,,,,,,,,,,,,,30.889513,,
656cfc7d18408a59a3303173,2023-10-26 09:49:03,,,,,,,,,,,,,,,,,,,,,30.929869,,
656cfc7d18408a59a3303174,2023-10-27 08:40:03,,,,,,,,,,,,,,,,,,,,,30.897512,,
656cfc7d18408a59a3303175,2023-10-28 10:29:03,,,,,,,,,,,,,,,,,,,,,30.855901,,
656cfc9518408a59a3303176,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 6:59,1986.11
656cfc9518408a59a3303177,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 7:59,1985
656cfc9518408a59a3303178,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 8:59,1985.41
656cfc9518408a59a3303179,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 9:59,1985.07
656cfc9518408a59a330317a,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 10:59,1986.92
656cfc9518408a59a330317b,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 11:59,1988.84
656cfc9518408a59a330317c,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 12:59,1989.06
656cfc9518408a59a330317d,,,,,,,,,,,,,,,,,,,,,,,11/2/2023 13:43,1988.57
